defaulted,loanid,username,loanapplicationstarteddate,languagecode,age,gender,country,appliedamount,interest,loanduration,education,maritalstatus,nrofdependants,employmentstatus,employmentdurationcurrentemployer,workexperience,occupationarea,homeownershiptype,incometotal,incomefromsalary,incomefromothers,existingliabilities,liabilitiestotal,debttoincome,noofearlierdefaults,noofpreviousloansbeforeloan,amountofpreviousloansbeforeloan,priorrepayments,previousearlyrepaymentsbeforeloan,previousearlyrepaymentscountbeforeloan
1,1E919552-ADFB-4C06-9FCA-AB3C013C852A,BO64K7695,2020-01-08 19:12:00,6,28,2,ES,531.0,72.9,60,1,-1,,-1,UpTo1Year,,-1,2,900.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,075A513B-1133-4056-A0CC-AB3C013E4E40,BO34A7695,2020-01-08 19:18:00,1,31,1,EE,4253.0,8.98,36,5,-1,,-1,UpTo5Years,,-1,3,1100.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,7C6BEC03-BE0B-462E-B1F2-AB3C013FCE84,BO3K17695,2020-01-08 19:24:00,1,36,0,EE,3189.0,8.24,60,3,-1,,-1,MoreThan5Years,,-1,10,1300.0,0.0,0.0,1,238.0,0.0,0,0,0.0,0.0,,0
0,FA4BF1C0-811D-4A73-857B-AB3C0141EEBB,BO5766144,2020-01-08 19:32:00,6,47,2,ES,531.0,76.75,60,5,-1,,-1,MoreThan5Years,,-1,1,1943.0,0.0,0.0,1,490.0,0.0,0,0,0.0,0.0,,0
0,EF476675-E66A-4E23-8844-AB3C0142A7D8,BO3299141,2020-01-08 19:34:00,6,21,0,ES,2126.0,32.14,60,5,-1,,-1,UpTo5Years,,-1,2,1294.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,4CAC37ED-59BA-489B-98F4-AB3C01466B60,BO9597695,2020-01-08 19:48:00,1,31,1,EE,3189.0,9.35,60,5,-1,,-1,UpTo1Year,,-1,1,1150.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,96C3E5FB-0A53-4D2E-A824-AB3C0147CC1A,BO6641144,2020-01-08 19:53:00,6,34,2,ES,4253.0,61.96,60,4,-1,,-1,MoreThan5Years,,-1,10,1210.0,0.0,0.0,1,113.32,0.0,0,1,2126.0,239.17,,0
1,6D77D57A-AF9F-4CC8-818E-AB3C01488C95,BO1312554,2020-01-08 19:56:00,6,31,2,ES,2126.0,72.78,60,4,-1,,-1,MoreThan5Years,,-1,10,1200.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,802892F0-B684-4C53-AC68-AB3C0154125C,BO2K46695,2020-01-08 20:38:00,4,26,1,FI,4150.0,36.43,60,3,-1,,-1,UpTo5Years,,-1,3,1600.0,0.0,0.0,3,580.0,0.0,0,0,0.0,0.0,,0
0,DD7D205D-E3B7-4558-90C6-AB3C01575931,BO279K159,2020-01-08 20:50:00,6,48,2,ES,2126.0,53.93,60,5,-1,,-1,MoreThan5Years,,-1,1,3800.0,0.0,0.0,2,211.07,0.0,0,2,4251.0,516.8,,0
0,E766F184-FC46-49C6-871D-AB3C0157EAFC,BO47A2695,2020-01-08 20:52:00,6,39,2,ES,2126.0,72.89,60,3,-1,,-1,Other,,-1,3,1800.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
1,EE2F6D98-BD95-451F-8DE5-AB3C0157F6EC,BOK973364,2020-01-08 20:52:00,4,31,1,FI,3943.0,36.98,60,3,-1,,-1,MoreThan5Years,,-1,1,3000.0,0.0,0.0,2,69.16,0.0,0,1,2075.0,184.42,,0
0,292F2B73-2006-499C-A0E8-AB3C01588B98,BO154KA64,2020-01-08 20:54:00,1,19,0,EE,531.0,11.39,36,3,-1,,-1,UpTo1Year,,-1,2,600.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,D7F7E831-1C6F-44AF-A495-AB3C015A05FC,BO7217A34,2020-01-08 20:59:00,4,52,1,FI,4150.0,40.19,36,3,-1,,-1,UpTo5Years,,-1,1,1600.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,E75B6F57-7D67-4B2C-9890-AB3C015A4938,BO695A7A9,2020-01-08 21:00:00,3,24,1,EE,1488.0,26.76,36,4,-1,,-1,UpTo1Year,,-1,1,1300.0,0.0,0.0,2,182.54,0.0,0,1,3721.0,325.44000000000005,,0
0,E7C13C04-478D-4420-ABC4-AB3C015DEAD1,BO5772695,2020-01-08 21:14:00,3,29,1,EE,3189.0,16.39,60,4,-1,,-1,UpTo5Years,,-1,1,700.0,0.0,0.0,1,77.0,0.0,0,0,0.0,0.0,,0
0,A1DB3B06-4A41-4F6C-BCEE-AB3C016A233C,BO49K4714,2020-01-08 21:58:00,1,30,0,EE,3721.0,13.5,12,1,-1,,-1,UpTo1Year,,-1,10,1000.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,EF044DE5-B746-4F02-9E1E-AB3C016C77AE,BOA97K2K2,2020-01-08 22:06:00,6,32,0,ES,3189.0,78.54,36,5,-1,,-1,MoreThan5Years,,-1,3,1400.0,0.0,0.0,4,717.84,0.0,0,2,5314.0,1081.88,,0
0,4313EA0A-1ADC-4623-ADD6-AB3C016D2689,BO6964476,2020-01-08 22:09:00,4,35,1,FI,4150.0,36.94,60,1,-1,,-1,UpTo5Years,,-1,3,1600.0,0.0,0.0,2,304.45,0.0,0,1,4150.0,541.8199999999998,,0
0,0B9A386E-16D2-4477-A02D-AB3C016DA724,BO9556444,2020-01-08 22:11:00,6,22,2,ES,1063.0,72.87,60,1,-1,,-1,UpTo5Years,,-1,3,1070.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,DA4F5A1F-DCE2-4926-8CC1-AB3C0173DD28,BO333422,2020-01-08 22:33:00,4,30,0,FI,1141.0,36.98,60,3,-1,,-1,MoreThan5Years,,-1,3,2000.0,0.0,0.0,2,271.42,0.0,0,1,518.0,34.52,,0
1,B4A5A29F-DA5C-4F7D-BDDE-AB3C01767D9B,BO2623524,2020-01-08 22:43:00,4,43,0,FI,4150.0,40.05,36,4,-1,,-1,UpTo1Year,,-1,3,3000.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,1C192958-AF4C-47D4-A3D2-AB3C017B464E,BO2492944,2020-01-08 23:00:00,3,35,0,EE,1063.0,16.93,12,4,-1,,-1,UpTo5Years,,-1,1,600.0,0.0,0.0,1,85.0,0.0,0,0,0.0,0.0,,0
0,D7FD3E97-EAA9-4042-8A0F-AB3D00005F85,BO2K64764,2020-01-09 00:01:00,6,68,2,ES,4253.0,51.21,60,1,-1,,-1,Retiree,,-1,5,700.0,0.0,0.0,1,113.32,0.0,0,1,2126.0,272.33,,0
0,9D1A0476-936A-45F4-9042-AB3D00008576,BO2525971,2020-01-09 00:01:00,3,24,0,EE,6911.0,20.64,36,3,-1,,-1,UpTo5Years,,-1,3,1550.0,0.0,0.0,3,406.93,0.0,0,1,4253.0,291.02,,0
0,178ACCEA-7F7A-4E61-89F3-AB3D00006BEC,BOK122AK4,2020-01-09 00:01:00,4,39,0,FI,3113.0,36.71,60,3,-1,,-1,Other,,-1,3,1060.0,0.0,0.0,2,276.68,0.0,0,2,8300.0,800.07,,0
0,E85BC12B-4C4E-4F0A-9003-AB3D00013532,BO37K334,2020-01-09 00:04:00,1,45,0,EE,8931.0,8.06,60,3,-1,,-1,MoreThan5Years,,-1,1,540.0,0.0,0.0,1,73.5,0.0,0,1,2126.0,130.96,,0
0,810F49F2-A34D-436A-A522-AB3D00070797,BO3757214,2020-01-09 00:25:00,4,66,0,FI,4150.0,36.65,60,3,-1,,-1,Retiree,,-1,10,1050.0,0.0,0.0,0,0.0,0.0,0,1,8150.0,8159.06,,0
0,A8E4E55F-7EA7-4FD1-ADD5-AB3D0009D7B3,BO6414149,2020-01-09 00:35:00,6,25,2,ES,2126.0,72.9,60,5,-1,,-1,UpTo5Years,,-1,2,1300.0,0.0,0.0,1,180.0,0.0,0,0,0.0,0.0,,0
0,CF9EA463-0739-44DA-8473-AB3D000B0CF7,BO531K432,2020-01-09 00:40:00,6,37,0,ES,2126.0,72.91,60,5,-1,,-1,MoreThan5Years,,-1,1,2500.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,29A45D7D-A29B-4E7C-ABB7-AB3D000F4941,BO2292159,2020-01-09 00:55:00,4,22,1,FI,4150.0,39.27,36,3,-1,,-1,UpTo5Years,,-1,3,1800.0,0.0,0.0,2,253.61,0.0,0,2,6225.0,654.7599999999999,,0
0,08D33200-727B-4CCC-8800-AB3D0016A229,BO2294672,2020-01-09 01:22:00,6,61,0,ES,3189.0,31.57,36,5,-1,,-1,MoreThan5Years,,-1,8,2800.0,0.0,0.0,4,1162.81,0.0,0,2,5314.0,802.23,,0
0,E913AC47-F32F-4176-81BF-AB3D0033C9B6,BOA567A95,2020-01-09 03:08:00,6,42,2,ES,2126.0,72.91,60,4,-1,,-1,MoreThan5Years,,-1,1,1660.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,352104AA-B389-4F0D-B53A-AB3D004528F3,BO9153132,2020-01-09 04:11:00,1,27,0,EE,3721.0,7.87,36,3,-1,,-1,UpTo1Year,,-1,3,850.0,0.0,0.0,2,284.02,0.0,0,1,4253.0,242.7,,0
0,8C9E3CA2-292B-45DD-B209-AB3D0054CEC4,BOA964KA7,2020-01-09 05:08:00,1,21,0,EE,8506.0,12.31,48,3,-1,,-1,UpTo5Years,,-1,2,1200.0,0.0,0.0,4,209.24,0.0,0,1,744.0,104.75,,0
0,F302E05B-258E-4A26-91A0-AB3D005594F7,BO161A295,2020-01-09 05:11:00,4,37,1,FI,2075.0,36.7,60,5,-1,,-1,UpTo5Years,,-1,3,2200.0,0.0,0.0,4,635.0,0.0,0,0,0.0,0.0,,0
0,B2A363D2-409D-4007-BE1F-AB3D00560DC2,BO15AA975,2020-01-09 05:13:00,1,20,0,EE,531.0,17.14,36,1,-1,,-1,UpTo1Year,,-1,2,800.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,8DD30873-4033-4240-9A1F-AB3D00749DA5,BO4591AK4,2020-01-09 07:04:00,6,44,2,ES,2126.0,72.91,60,4,-1,,-1,MoreThan5Years,,-1,1,1300.0,0.0,0.0,1,0.0,0.0,0,0,0.0,0.0,,0
0,9D2799EB-B270-4FFC-B3D4-AB3D007F3704,BO41K54K2,2020-01-09 07:43:00,1,41,0,EE,7442.0,17.69,36,4,-1,,-1,UpTo1Year,,-1,10,900.0,0.0,0.0,1,113.53,0.0,0,1,3189.0,205.81,,0
0,2226F37E-07C5-48FD-ADB5-AB3D00835A8D,BOAK652K1,2020-01-09 07:58:00,4,52,1,FI,518.0,37.77,48,3,-1,,-1,MoreThan5Years,,-1,3,1360.0,0.0,0.0,9,1141.01,0.0,0,1,518.0,43.45,,0
0,313BFC9F-BAE2-4E2F-BFF8-AB3D00853F8A,BO1596125,2020-01-09 08:05:00,1,44,0,EE,4253.0,8.24,36,5,-1,,-1,UpTo1Year,,-1,2,2560.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,28CA722B-2428-4F92-A23E-AB3D00856046,BO1627179,2020-01-09 08:05:00,6,52,2,ES,4253.0,59.75,60,4,-1,,-1,UpTo5Years,,-1,8,2100.0,0.0,0.0,2,139.67,0.0,0,2,3716.0,383.43,,0
0,90AB96B8-7246-4179-B05B-AB3D00871860,BO3766179,2020-01-09 08:11:00,1,30,0,EE,7442.0,10.09,60,1,-1,,-1,UpTo1Year,,-1,8,1300.0,0.0,0.0,1,139.31,0.0,0,1,2870.0,132.27,,0
0,AB599719-DC92-4179-ABA8-AB3D0087B060,BO9912354,2020-01-09 08:14:00,1,36,0,EE,6804.0,37.89,36,4,-1,,-1,UpTo5Years,,-1,3,3000.0,0.0,0.0,1,200.18,0.0,0,1,4253.0,371.99,,0
0,783AAC49-0C99-479E-A412-AB3D008D0CC8,BOK547354,2020-01-09 08:33:00,3,32,1,EE,1594.0,31.37,18,1,-1,,-1,UpTo5Years,,-1,10,800.0,0.0,0.0,1,13.24,0.0,0,1,531.0,22.6,,0
0,9E9A91FE-B8D1-4B69-A4B6-AB3D0093ECA0,BO25K6222,2020-01-09 08:58:00,6,40,0,ES,4253.0,25.1,60,4,-1,,-1,MoreThan5Years,,-1,8,1263.0,0.0,0.0,3,534.54,0.0,0,2,6379.0,766.1999999999998,,0
0,EDF1D142-4EB0-4312-8BF0-AB3D0095086B,BOK5K6K9A,2020-01-09 09:02:00,1,47,1,EE,3189.0,10.27,36,4,-1,,-1,MoreThan5Years,,-1,1,850.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,2B6368B9-1AE7-45BB-9A36-AB3D009603DD,BO4AA9K54,2020-01-09 09:06:00,3,45,1,EE,531.0,8.05,24,5,-1,,-1,UpTo5Years,,-1,1,3000.0,0.0,0.0,2,129.53,0.0,0,1,1063.0,37.57,,0
0,08E1A099-EB49-4ADC-B241-AB3D009642F2,BO1349K32,2020-01-09 09:07:00,1,37,1,EE,6273.0,29.92,60,4,-1,,-1,UpTo1Year,,-1,3,1000.0,0.0,0.0,1,108.1,0.0,0,1,4253.0,191.97,,0
0,E3A2E645-2D0B-4805-8D8E-AB3D0096F426,BO7411A9,2020-01-09 09:09:00,1,30,1,EE,5635.0,24.74,60,1,-1,,-1,UpTo5Years,,-1,2,1100.0,0.0,0.0,4,451.01,0.0,0,1,4253.0,205.46,,0
0,56A22009-96D5-448B-BC23-AB3D00971CE1,BO7513295,2020-01-09 09:10:00,1,28,1,EE,2764.0,14.17,60,4,-1,,-1,UpTo5Years,,-1,1,1145.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,D21C0C26-96FB-4A2E-9252-AB3D009A868C,BO1716264,2020-01-09 09:22:00,1,22,0,EE,1063.0,44.37,48,3,-1,,-1,UpTo5Years,,-1,3,700.0,0.0,0.0,1,100.0,0.0,0,0,0.0,0.0,,0
0,F42C36E9-C67E-4A85-9B99-AB3D009B72CD,BO669K354,2020-01-09 09:25:00,6,39,2,ES,4253.0,43.25,60,3,-1,,-1,MoreThan5Years,,-1,3,2572.85,0.0,0.0,1,113.32,0.0,0,1,2126.0,212.44,,0
0,004C5A29-325A-4614-999E-AB3D009CA5B2,BO55K7395,2020-01-09 09:30:00,6,67,2,ES,2126.0,72.87,60,5,-1,,-1,Retiree,,-1,1,1980.0,0.0,0.0,2,600.0,0.0,0,0,0.0,0.0,,0
0,EE3D27A4-3A3F-4F79-8D59-AB3D009F816B,BO341542,2020-01-09 09:40:00,4,40,0,FI,4150.0,39.5,36,5,-1,,-1,MoreThan5Years,,-1,8,4500.0,0.0,0.0,2,2650.0,0.0,0,0,0.0,0.0,,0
0,C83EC35E-0600-4D61-9158-AB3D00A1D053,BO2993295,2020-01-09 09:49:00,4,68,1,FI,830.0,36.64,60,1,-1,,-1,Retiree,,-1,1,1046.24,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,B4C6E190-F44A-463E-AB7F-AB3D00A26488,merleke,2020-01-09 09:51:00,1,39,1,EE,7336.0,12.87,60,4,-1,,-1,MoreThan5Years,,-1,10,1180.0,0.0,0.0,1,124.55,0.0,0,1,3721.0,303.80999999999995,,0
0,18FE63DF-84C3-4BCA-AC35-AB3D00A8158D,BO62K7KA2,2020-01-09 10:11:00,6,24,0,ES,2658.0,18.24,60,5,-1,,-1,UpTo5Years,,-1,2,610.0,0.0,0.0,2,182.97,0.0,0,1,2126.0,195.56,,0
0,B8C197F5-AC0A-4E6E-8C60-AB3D00AA2F3C,BO2A39796,2020-01-09 10:19:00,4,44,0,FI,2075.0,39.46,36,4,-1,,-1,UpTo5Years,,-1,1,3000.0,0.0,0.0,6,1196.0,0.0,0,1,4150.0,4212.25,,0
1,3B6EE9B0-A22F-4A73-92BD-AB3D00AAF138,BO345K446,2020-01-09 10:22:00,4,42,0,FI,3943.0,36.73,60,5,-1,,-1,UpTo1Year,,-1,3,2134.0,0.0,0.0,8,1326.97,0.0,0,2,7335.0,995.31,,0
0,E9430731-2B7C-4C49-AAA5-AB3D00ABFCB0,BO25A5214,2020-01-09 10:26:00,6,42,2,ES,531.0,76.79,60,4,-1,,-1,MoreThan5Years,,-1,8,1400.0,0.0,0.0,1,435.0,0.0,0,0,0.0,0.0,,0
0,731CB9DE-4B02-44FE-8F7A-AB3D00ACD168,BO7176316,2020-01-09 10:29:00,4,51,1,FI,4150.0,37.05,60,3,-1,,-1,MoreThan5Years,,-1,1,1725.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,B4653079-78AE-478D-B720-AB3D00B2D67B,BO13659A9,2020-01-09 10:51:00,4,57,0,FI,4150.0,39.42,36,1,-1,,-1,Retiree,,-1,3,1797.0,0.0,0.0,5,1012.46,0.0,0,1,2594.0,340.07999999999987,,0
0,B80F7DD3-EE51-46D6-B0B1-AB3D00B485B4,BO2791295,2020-01-09 10:57:00,6,55,2,ES,531.0,76.75,60,1,-1,,-1,MoreThan5Years,,-1,1,1354.0,0.0,0.0,1,400.0,0.0,0,0,0.0,0.0,,0
0,010E3F8B-455C-42B9-8977-AB3D00B7B4BB,BO3676222,2020-01-09 11:08:00,3,34,1,EE,7549.0,8.24,60,3,-1,,-1,UpTo5Years,,-1,1,1200.0,0.0,0.0,2,580.15,0.0,0,1,3402.0,237.6,12545.0,3
0,20DF5356-2BDA-4386-B312-AB3D00B778FA,BO65514A1,2020-01-09 11:08:00,3,66,0,EE,531.0,44.54,36,3,-1,,-1,UpTo3Years,,-1,1,585.0,0.0,0.0,3,332.38,0.0,0,2,9781.0,777.53,,0
0,FA767291-F83A-4F14-81A1-AB3D00B8EF3A,BOKA62952,2020-01-09 11:13:00,4,51,0,FI,2075.0,36.67,60,3,-1,,-1,MoreThan5Years,,-1,1,1600.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,5FD52681-D0D3-4208-AC9A-AB3D00B926B1,BO21A1177,2020-01-09 11:14:00,6,40,2,ES,4253.0,25.66,60,4,-1,,-1,MoreThan5Years,,-1,10,1500.0,0.0,0.0,3,339.56,0.0,0,2,6378.0,1075.31,,0
1,B390FA43-7C44-4198-8B8C-AB3D00BA2CBE,BO197AK97,2020-01-09 11:17:00,4,69,1,FI,4150.0,16.91,60,3,-1,,-1,Retiree,,-1,10,1100.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,16FC3FC1-8DDB-4B36-9665-AB3D00BA3B59,BOAKK193A,2020-01-09 11:18:00,1,26,0,EE,4253.0,23.07,48,4,-1,,-1,UpTo1Year,,-1,8,1800.0,0.0,0.0,2,370.0,0.0,0,0,0.0,0.0,,0
0,9AC4CDC4-5133-4F46-9ABD-AB3D00BA8749,BO7767371,2020-01-09 11:19:00,1,24,0,EE,6804.0,8.6,36,1,-1,,-1,UpTo1Year,,-1,1,3000.0,0.0,0.0,2,105.98,0.0,0,1,4253.0,170.95999999999995,,0
0,6150ADE3-D3D1-438D-A427-AB3D00BB2A21,BO4956599,2020-01-09 11:21:00,6,34,2,ES,1913.0,40.81,18,4,-1,,-1,UpTo1Year,,-1,3,1650.0,0.0,0.0,0,0.0,0.0,0,2,2976.0,3034.5,2125.0,1
0,B555918E-E851-4932-813D-AB3D00BBBE28,BO6K17295,2020-01-09 11:23:00,1,69,1,EE,4253.0,16.21,36,4,-1,,-1,UpTo5Years,,-1,1,1000.0,0.0,0.0,1,200.0,0.0,0,0,0.0,0.0,,0
1,27A3F9F7-6D3A-478B-8C32-AB3D00BCA2CC,BO79661K2,2020-01-09 11:26:00,4,70,0,FI,4150.0,39.42,36,1,-1,,-1,Retiree,,-1,3,1100.0,0.0,0.0,1,0.0,0.0,0,0,0.0,0.0,,0
0,795C2E8F-B15B-4FF7-B806-AB3D00BD4971,BO6A77295,2020-01-09 11:29:00,4,46,1,FI,1660.0,36.45,60,3,-1,,-1,UpTo1Year,,-1,10,1450.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,A4FD32C0-3601-40D3-8B7A-AB3D00BD72DA,BO7777295,2020-01-09 11:29:00,1,49,0,EE,4253.0,10.27,36,4,-1,,-1,Retiree,,-1,10,1000.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,920314ED-9828-44E4-8674-AB3D00BEB6E1,BO2264937,2020-01-09 11:34:00,6,58,0,ES,531.0,45.46,60,4,-1,,-1,Retiree,,-1,10,550.0,0.0,0.0,3,243.45,0.0,0,2,1061.0,197.06,,0
0,3D2559BA-A95E-41BF-8F5A-AB3D00C0E724,BO421K435,2020-01-09 11:42:00,1,49,0,EE,4253.0,16.94,36,3,-1,,-1,UpTo5Years,,-1,1,2200.0,0.0,0.0,1,600.0,0.0,0,0,0.0,0.0,,0
0,C6DB6AFE-304C-4698-B020-AB3D00C17692,BO1527295,2020-01-09 11:44:00,1,40,1,EE,850.0,14.51,12,4,-1,,-1,UpTo1Year,,-1,1,700.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,E43FBC39-77BF-4A5C-A231-AB3D00C1BC57,BO632A926,2020-01-09 11:45:00,1,46,0,EE,4253.0,41.78,60,4,-1,,-1,MoreThan5Years,,-1,8,1370.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
1,B57EB9E6-537D-49A0-A2B6-AB3D00C252E9,BO5K49A52,2020-01-09 11:47:00,6,52,2,ES,531.0,76.79,60,5,-1,,-1,MoreThan5Years,,-1,3,1100.0,0.0,0.0,1,155.0,0.0,0,0,0.0,0.0,,0
0,528432FE-4AEA-4890-88C0-AB3D00C32632,BOKK47295,2020-01-09 11:50:00,1,37,1,EE,2658.0,13.05,60,1,-1,,-1,MoreThan5Years,,-1,3,1300.0,0.0,0.0,2,242.0,0.0,0,0,0.0,0.0,,0
0,6EF3FF6C-D79A-41C0-924B-AB3D00C3EED9,BO1274K12,2020-01-09 11:53:00,4,54,0,FI,4150.0,36.65,60,3,-1,,-1,Retiree,,-1,3,1300.0,0.0,0.0,1,138.34,0.0,0,1,4150.0,382.74,,0
0,EF6BF32C-D3A3-43D5-A918-AB3D00C496FB,BOA566649,2020-01-09 11:55:00,4,63,1,FI,4150.0,39.9,36,1,-1,,-1,Retiree,,-1,3,1700.0,0.0,0.0,1,184.45,0.0,0,1,4150.0,375.82,,0
0,3F69C423-8273-44F4-984D-AB3D00C640C1,BO2K115A2,2020-01-09 12:01:00,1,31,0,EE,3721.0,17.49,18,5,-1,,-1,UpTo5Years,,-1,1,2500.0,0.0,0.0,1,0.0,0.0,0,0,0.0,0.0,,0
0,3DF29115-53BC-4FE7-A4C6-AB3D00C659F8,BO7557295,2020-01-09 12:02:00,1,25,1,EE,2126.0,10.45,60,1,-1,,-1,Other,,-1,1,1000.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
1,661B43FB-3BC4-4102-8623-AB3D00CA2B60,BO941729A,2020-01-09 12:16:00,6,47,2,ES,531.0,76.81,60,5,-1,,-1,MoreThan5Years,,-1,8,1600.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,B79345C9-1BA0-4E99-8345-AB3D00CB62FC,BO34K1616,2020-01-09 12:20:00,4,39,1,FI,2490.0,36.68,60,3,-1,,-1,MoreThan5Years,,-1,1,1600.0,0.0,0.0,4,711.66,0.0,0,2,12400.0,5265.24,4250.0,1
0,FC035BD1-3D70-4A8F-BFA9-AB3D00CBBCE1,BO6197966,2020-01-09 12:21:00,4,52,1,FI,4150.0,36.65,60,5,-1,,-1,Retiree,,-1,1,1200.0,0.0,0.0,1,138.34,0.0,0,1,4150.0,361.99,,0
0,D5BDF1E4-B024-445B-9938-AB3D00CC77DB,BO1544K32,2020-01-09 12:24:00,3,23,1,EE,9675.0,21.19,60,3,-1,,-1,UpTo1Year,,-1,2,800.0,0.0,0.0,1,36.59,0.0,0,1,1275.0,1295.8000000000004,,0
0,9680DF2E-4F9B-49CF-A424-AB3D00CFC395,BO714A396,2020-01-09 12:36:00,1,21,1,EE,8293.0,11.76,60,1,-1,,-1,UpTo1Year,,-1,10,1000.0,0.0,0.0,2,232.4,0.0,0,1,2764.0,2844.2,,0
0,C5C41A72-55E1-43C7-B175-AB3D00D4D248,BO43K2295,2020-01-09 12:54:00,1,55,1,EE,2126.0,8.8,36,5,-1,,-1,MoreThan5Years,,-1,1,1200.0,0.0,0.0,2,500.0,0.0,0,0,0.0,0.0,,0
0,671E9B02-FFF1-440D-AA94-AB3D00D6B9C6,BO7754934,2020-01-09 13:01:00,1,35,0,EE,4253.0,39.19,60,1,-1,,-1,UpTo5Years,,-1,10,925.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,,0
0,AB455E91-D9E1-4A13-A7B9-AB3D00DA55A6,BO35A2564,2020-01-09 13:14:00,6,43,2,ES,2126.0,43.24,60,5,-1,,-1,MoreThan5Years,,-1,1,1200.0,0.0,0.0,1,28.31,0.0,0,1,531.0,50.58,,0
0,2AC7D5A1-E518-4F43-ABC2-AB3D00DA3189,BOA4961K2,2020-01-09 13:14:00,4,68,1,FI,830.0,36.88,60,5,-1,,-1,Retiree,,-1,3,2140.0,0.0,0.0,1,51.86,0.0,0,1,1556.0,95.94,,0
0,8A86E77D-A0B1-409B-A6CA-AB3D00DC1DF6,BO9667721,2020-01-09 13:21:00,6,28,0,ES,531.0,76.8,60,5,-1,,-1,UpTo5Years,,-1,3,1609.0,0.0,0.0,1,80.0,0.0,0,0,0.0,0.0,,0
0,8B46401A-00B3-45C5-B67B-AB3D00E01D09,BO1A7K334,2020-01-09 13:35:00,4,23,0,FI,4150.0,36.71,60,3,-1,,-1,UpTo5Years,,-1,3,1500.0,0.0,0.0,1,138.34,0.0,0,1,4150.0,509.55000000000007,,0
0,60C19095-867B-4C32-9C4D-AB3D00E13804,BO4119569,2020-01-09 13:40:00,6,30,2,ES,2126.0,18.24,60,4,-1,,-1,MoreThan5Years,,-1,2,1100.0,0.0,0.0,2,278.31,0.0,0,1,531.0,53.89,,0
1,09862CE6-703D-44A0-B455-AB3D00E1946C,BO73K5754,2020-01-09 13:41:00,6,60,2,ES,531.0,76.8,60,5,-1,,-1,MoreThan5Years,,-1,3,2600.0,0.0,0.0,1,530.0,0.0,0,0,0.0,0.0,,0
0,2109365F-4D9C-41BC-A7B0-AB3D00E3687C,BO2476412,2020-01-09 13:47:00,1,30,0,EE,4253.0,10.28,60,4,-1,,-1,UpTo5Years,,-1,10,1200.0,0.0,0.0,2,104.26,0.0,0,1,4253.0,240.33,,0
0,41B7F2D0-0315-48BF-A253-AB3D00E3501B,BO6AA9979,2020-01-09 13:47:00,4,21,0,FI,4150.0,36.63,60,3,-1,,-1,Other,,-1,3,1200.0,0.0,0.0,1,89.94,0.0,0,2,3213.0,713.1800000000002,,0
0,B7454E5A-B050-45AA-AC20-AB3D00E41FA2,BO4352479,2020-01-09 13:50:00,4,64,1,FI,1245.0,39.52,36,3,-1,,-1,Retiree,,-1,1,943.0,0.0,0.0,2,387.65,0.0,0,2,9675.0,1369.9899999999998,,0
0,233880F9-EAA0-4AB3-B3BD-AB3D00E507E7,BO14491A2,2020-01-09 13:53:00,4,48,0,FI,2075.0,36.99,60,1,-1,,-1,Other,,-1,3,2400.0,0.0,0.0,1,51.86,0.0,0,1,1556.0,88.16,,0
0,78E93AFB-8FC9-450C-BDFE-AB3D00E69CC3,BO3632752,2020-01-09 13:59:00,6,44,2,ES,531.0,43.26,60,4,-1,,-1,MoreThan5Years,,-1,1,1100.0,0.0,0.0,3,723.64,0.0,0,2,3716.0,596.9399999999998,,0
